S.NO,EMP ID,Employee Name,EmailId,Father's Name,Department,Designation,Pay Days,Present Days,BASIC,HRA,CONVEYANCE,CCA,OTHER EARN,PH.LIS.AMT,R F PHEC,NS ALLOW,SPL ALLOW,EXTRA DUTY,ARREARS,Total Earning,PF,ESI,PT,TDS,MOBILE DED,PEHC DED,OTHER DED,Total Dedn,Net Amount
231,472,Rekha Kapoor,RekhaKapoor@gmail.com,C M JOHNY,Nursing,Staff Nurse,23,23,"4,293.00","1,717.00",613,"1,963.00",0,0,0,0,0,167,155,"8,908.00",525,155.9,80,0,0,0,0,760.9,"8,147.00"
232,473,Naveen Banerjee,NaveenBanerjee@gmail.com,TANKACHAN,Nursing,Staff Nurse,30,30,"4,060.00","1,624.00",800,"1,636.00",0,0,0,0,0,208,97,"8,425.00",493,147.45,80,0,0,0,0,720.45,"7,705.00"
233,480,Maya Nair,MayaNair@gmail.com,JOHN G,Nursing,Staff Nurse,20,20,"2,833.00","1,133.00",533,"1,167.00",0,0,550,0,0,0,0,"6,216.00",340,99.2,60,0,0,0,0,499.2,"5,717.00"
234,481,Rekha Joshi,RekhaJoshi@gmail.com,MANOHARAN K M,Nursing,Staff Nurse,30,30,"3,625.00","1,450.00",800,"1,375.00",0,0,550,0,0,0,0,"7,800.00",435,126.9,80,0,0,0,0,641.9,"7,158.00"
235,482,Lavanya Shetty,LavanyaShetty@gmail.com,C K GIRIJAN,Nursing,Staff Nurse,30,30,"3,625.00","1,450.00",800,"1,375.00",0,0,550,0,0,0,0,"7,800.00",435,126.9,80,0,0,0,0,641.9,"7,158.00"
236,483,Aishwarya Iyer,AishwaryaIyer@gmail.com,T T PHILIP,Nursing,Staff Nurse,30,30,"3,625.00","1,450.00",800,"1,375.00",0,0,550,0,0,0,0,"7,800.00",435,126.9,80,0,0,0,0,641.9,"7,158.00"
237,485,Bhavana Chakraborty,BhavanaChakraborty@gmail.com,J RAVINDRA CHARY,Nursing,Staff Nurse,6,6,725,290,160,275,0,0,0,0,0,0,0,"1,450.00",87,25.4,0,0,0,0,0,112.4,"1,338.00"
238,486,Gauri Chakraborty,GauriChakraborty@gmail.com,LAXMA REDDY G,Nursing,Staff Nurse,6,6,725,290,160,275,0,0,0,0,0,725,0,"2,175.00",87,38.1,0,0,0,0,0,125.1,"2,050.00"
239,487,Suresh Shetty,SureshShetty@gmail.com,GNANAIAH,Nursing,OPD ASSISTANT,30,30,"4,000.00","1,600.00",800,"1,600.00",0,0,550,0,0,0,0,"8,550.00",480,140,80,0,0,0,0,700,"7,850.00"
240,492,Sangeeta Mukherjee,SangeetaMukherjee@gmail.com,ANTONY,Nursing,Staff Nurse,30,30,"3,625.00","1,450.00",800,"1,375.00",0,0,550,"1,000.00",0,0,0,"8,800.00",435,126.9,80,0,0,0,0,641.9,"8,158.00"
241,493,Rajesh Chakraborty,RajeshChakraborty@gmail.com,R SHAJI,Nursing,Staff Nurse,29,29,"3,504.00","1,402.00",773,"1,329.00",0,0,550,0,0,483,0,"8,041.00",420,131.1,80,0,0,0,0,631.1,"7,410.00"
242,494,Varun Agarwal,VarunAgarwal@gmail.com,JOSEPH CHACKO,Nursing,Staff Nurse,30,30,"3,625.00","1,450.00",800,"1,375.00",0,0,550,0,0,242,0,"8,042.00",435,131.15,80,0,0,0,0,646.15,"7,396.00"
243,498,Sangeeta Chatterjee,SangeetaChatterjee@gmail.com,BARTHALOM M,Nursing,OPD ASSISTANT,9,9,900,360,240,300,0,0,550,0,0,0,0,"2,350.00",108,31.5,0,0,0,0,0,139.5,"2,211.00"
244,503,Pooja Banerjee,PoojaBanerjee@gmail.com,SUBBA RAO M,Nursing,Staff Nurse,30,30,"4,000.00","1,600.00",800,"1,600.00",0,0,550,0,0,0,0,"8,550.00",480,140,80,0,0,0,0,700,"7,850.00"
245,506,Karthik Das,KarthikDas@gmail.com,B PRAKASH,Nursing,OPD ASSISTANT,30,30,"4,000.00","1,600.00",800,"1,600.00",0,0,0,0,0,0,0,"8,000.00",480,140,80,0,0,0,0,700,"7,300.00"
246,509,Lavanya Rao,LavanyaRao@gmail.com,YESUDAS R P,Nursing,Staff Nurse,27,27,"3,825.00","1,530.00",720,"1,575.00",0,0,0,0,0,0,0,"7,650.00",459,133.9,80,0,0,0,0,672.9,"6,977.00"
247,513,Chitra Basu,ChitraBasu@gmail.com,VIJAYA RAO,Nursing,Staff Nurse,30,30,"4,250.00","1,700.00",800,"1,750.00",0,0,0,0,0,0,0,"8,500.00",510,148.75,80,0,0,0,0,738.75,"7,761.00"
248,514,Varun Menon,VarunMenon@gmail.com,T RAJA REDDY,Nursing,Staff Nurse,30,30,"4,000.00","1,600.00",800,"1,600.00",0,0,0,0,0,0,0,"8,000.00",480,140,80,0,0,0,0,700,"7,300.00"
249,52,Naveen Naidu,NaveenNaidu@gmail.com,,Nursing,Staff Nurse,30,30,"5,031.00","2,012.00",800,"2,219.00",0,0,0,0,0,335,0,"10,397.00",604,181.95,100,0,0,0,0,885.95,"9,511.00"
250,520,Tejas Ghosh,TejasGhosh@gmail.com,P VENKAIAH,Nursing,Staff Nurse,30,30,"3,875.00","1,550.00",800,"1,525.00",0,0,0,0,0,0,0,"7,750.00",465,135.65,80,0,0,0,0,680.65,"7,069.00"
251,521,Sangeeta Pillai,SangeetaPillai@gmail.com,MICHEL BABU,Nursing,Staff Nurse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,522,Preeti Mukherjee,PreetiMukherjee@gmail.com,A SWAMULU,Nursing,Staff Nurse,30,30,"3,875.00","1,550.00",800,"1,525.00",0,0,0,0,0,258,0,"8,008.00",465,140.15,80,0,0,0,0,685.15,"7,323.00"
253,523,Priya Naik,PriyaNaik@gmail.com,CH VEERAIAH,Nursing,Staff Nurse,30,30,"4,000.00","1,600.00",800,"1,600.00",0,0,0,0,0,267,0,"8,267.00",480,144.7,80,0,0,0,0,704.7,"7,562.00"
254,524,Preeti Basu,PreetiBasu@gmail.com,K ADI NARAYANA,Nursing,Staff Nurse,30,30,"3,625.00","1,450.00",800,"1,375.00",0,0,0,0,0,0,0,"7,250.00",435,126.9,80,0,0,0,0,641.9,"6,608.00"
255,526,Preeti Sen,PreetiSen@gmail.com,D RAMANAIAH,Nursing,Staff Nurse,30,30,"3,375.00","1,350.00",800,"1,225.00",0,0,0,0,0,281,0,"7,031.00",405,123.05,80,0,0,0,0,608.05,"6,423.00"
256,527,Vijay Yadav,VijayYadav@gmail.com,O CHACKO,Nursing,Staff Nurse,15,15,"2,031.00",813,400,819,0,0,0,0,0,"1,381.00",0,"5,444.00",244,95.3,0,0,0,0,0,339.3,"5,105.00"
257,530,Priya Mehta,PriyaMehta@gmail.com,D GANDHI,Nursing,STAFF NURSE,30,30,"4,000.00","1,600.00",800,"1,600.00",0,0,0,0,0,533,0,"8,533.00",480,149.35,80,0,0,0,0,709.35,"7,824.00"
258,537,Ashok Pillai,AshokPillai@gmail.com,T M PHILLIP,Nursing,Staff Nurse,30,30,"6,125.00","2,450.00",800,"2,875.00",750,0,0,"1,000.00",0,0,0,"14,000.00",735,227.5,100,0,0,0,0,"1,062.50","12,938.00"
259,539,Maya Joshi,MayaJoshi@gmail.com,T G RAJAN,Nursing,Staff Nurse,30,30,"3,625.00","1,450.00",800,"1,375.00",0,0,0,0,0,242,0,"7,492.00",435,131.15,80,0,0,0,0,646.15,"6,846.00"
260,54,Aishwarya Naidu,AishwaryaNaidu@gmail.com,,Nursing,Ward Sister,29,29,"8,217.00","3,287.00",773,"4,157.00",500,0,0,"2,500.00",0,0,0,"19,434.00",754,0,150,0,0,0,0,904,"18,530.00"
261,540,Tanuja Bansal,TanujaBansal@gmail.com,C S JOSEPH,Nursing,Staff Nurse,30,30,"3,625.00","1,450.00",800,"1,375.00",0,0,0,0,0,0,0,"7,250.00",435,126.9,80,0,0,0,0,641.9,"6,608.00"
262,541,Varun Chatterjee,VarunChatterjee@gmail.com,JOY THOMAS,Nursing,Staff Nurse,30,30,"3,500.00","1,400.00",800,"1,300.00",0,0,0,0,0,933,0,"7,933.00",420,138.85,80,0,0,0,0,638.85,"7,294.00"
263,544,Amit Kurup,AmitKurup@gmail.com,P SLEEVA REDDY,Nursing,Staff Nurse,30,30,"4,250.00","1,700.00",800,"1,750.00",0,0,0,0,0,0,0,"8,500.00",510,148.75,80,0,0,0,0,738.75,"7,761.00"
264,545,Madhavi Kurup,MadhaviKurup@gmail.com,ABRAHAM JOSEPH,Nursing,Staff Nurse,30,30,"4,000.00","1,600.00",800,"1,600.00",0,0,0,0,0,267,0,"8,267.00",480,144.7,80,0,0,0,0,704.7,"7,562.00"
265,546,Rohan Reddy,RohanReddy@gmail.com,KALIDAS,Nursing,Staff Nurse,30,30,"3,125.00","1,250.00",800,"1,075.00",0,0,0,0,0,625,0,"6,875.00",375,120.35,80,0,0,0,0,575.35,"6,300.00"
266,547,Kavita Choudhary,KavitaChoudhary@gmail.com,GODWIN ANTONY,Nursing,Staff Nurse,30,30,"3,125.00","1,250.00",800,"1,075.00",0,0,0,0,0,0,0,"6,250.00",375,109.4,80,0,0,0,0,564.4,"5,686.00"
267,548,Suresh Kumar,SureshKumar@gmail.com,DAS,Nursing,Staff Nurse,30,30,"3,125.00","1,250.00",800,"1,075.00",0,0,0,0,0,0,0,"6,250.00",375,109.4,80,0,0,0,0,564.4,"5,686.00"
268,551,Maya Mukherjee,MayaMukherjee@gmail.com,SK NAZEER,Nursing,OPD ASSISTANT,22,22,"1,558.00",623,587,348,0,0,0,0,0,0,0,"3,116.00",187,54.55,0,0,0,0,0,241.55,"2,874.00"
269,552,Shweta Patel,ShwetaPatel@gmail.com,SK NAZEER,Nursing,OPD ASSISTANT,15,15,"1,063.00",425,400,238,0,0,0,0,0,0,0,"2,126.00",128,37.25,0,0,0,0,0,165.25,"1,961.00"
270,562,Geetha Banerjee,GeethaBanerjee@gmail.com,VARGHESE J,Nursing,Staff Nurse,30,30,"4,000.00","1,600.00",800,"1,600.00",0,0,0,0,0,267,0,"8,267.00",480,144.7,80,0,0,0,0,704.7,"7,562.00"
271,567,Geetha Tripathi,GeethaTripathi@gmail.com,ANTONU D,Nursing,Staff Nurse,30,30,"3,125.00","1,250.00",800,"1,075.00",0,0,0,0,0,0,0,"6,250.00",375,109.4,80,0,438,0,0,"1,002.40","5,248.00"
272,578,Lakshmi Roy,LakshmiRoy@gmail.com,PRABHAKARAN NAIR,Nursing,Staff Nurse,27,27,"3,994.00","1,598.00",720,"1,676.00",0,0,0,0,0,0,592,"8,580.00",515,150.15,80,0,0,0,0,745.15,"7,835.00"
273,582,Pankaj Pillai,PankajPillai@gmail.com,SUBBA RAO,Nursing,Staff Nurse,30,30,"3,750.00","1,500.00",800,"1,450.00",0,0,0,0,0,0,0,"7,500.00",450,131.25,80,0,0,0,0,661.25,"6,839.00"
274,584,Nitin Kapoor,NitinKapoor@gmail.com,JOY K,Nursing,Staff Nurse,16,16,"2,400.00",960,427,"1,013.00",0,0,0,0,0,600,0,"5,400.00",288,94.5,0,0,0,0,0,382.5,"5,018.00"
275,586,Meena Singh,MeenaSingh@gmail.com,THOMAS ABRAHAM,Nursing,Staff Nurse,16,16,"2,400.00",960,427,"1,013.00",0,0,0,0,0,600,0,"5,400.00",288,94.5,0,0,0,0,0,382.5,"5,018.00"
276,591,Ajay Ghosh,AjayGhosh@gmail.com,THOMAS SEBASTEIN,Nursing,Staff Nurse,26,26,"3,142.00","1,257.00",693,"1,192.00",0,0,0,0,0,725,0,"7,009.00",377,122.7,80,0,0,0,0,579.7,"6,429.00"
277,592,Lakshmi Kapoor,LakshmiKapoor@gmail.com,GEORGE,Nursing,Staff Nurse,30,30,"3,625.00","1,450.00",800,"1,375.00",0,0,0,0,0,0,0,"7,250.00",435,126.9,80,0,0,0,0,641.9,"6,608.00"
278,604,Rekha Singh,RekhaSingh@gmail.com,SIVA REDDY,Nursing,Staff Nurse,29,29,"3,504.00","1,402.00",773,"1,329.00",0,0,0,0,0,0,0,"7,008.00",420,122.65,80,0,0,0,0,622.65,"6,385.00"
279,605,Deepa Singh,DeepaSingh@gmail.com,VENKATA SESHAIAH,Nursing,Staff Nurse,30,30,"3,125.00","1,250.00",800,"1,075.00",0,0,0,0,0,0,0,"6,250.00",375,109.4,80,0,0,0,0,564.4,"5,686.00"
280,606,Aishwarya Banerjee,AishwaryaBanerjee@gmail.com,YESUPADAM,Nursing,Staff Nurse,30,30,"3,875.00","1,550.00",800,"1,525.00",0,0,0,0,0,258,0,"8,008.00",465,140.15,80,0,0,0,0,685.15,"7,323.00"
281,607,Arun Kohli,ArunKohli@gmail.com,RAMA RAJU,Nursing,Staff Nurse,28,28,"3,383.00","1,353.00",747,"1,283.00",0,0,0,0,0,0,0,"6,766.00",406,118.45,80,0,0,0,0,604.45,"6,162.00"
282,613,Bhavana Chopra,BhavanaChopra@gmail.com,K S ABRAHAM,Nursing,Staff Nurse,14,14,"1,692.00",677,373,642,0,0,0,0,0,0,0,"3,384.00",203,59.25,0,0,0,0,0,262.25,"3,122.00"
283,614,Sonal Thakur,SonalThakur@gmail.com,JOHN ROZARIO,Nursing,Staff Nurse,30,30,"3,625.00","1,450.00",800,"1,375.00",0,0,0,0,0,242,0,"7,492.00",435,131.15,80,0,0,0,0,646.15,"6,846.00"
284,618,Priya Chatterjee,PriyaChatterjee@gmail.com,KOSHY KUNJU K ABRAHAM,Nursing,Staff Nurse,21,21,"2,800.00","1,120.00",560,"1,120.00",0,0,0,0,0,0,0,"5,600.00",336,98,60,0,0,0,0,494,"5,106.00"
285,619,Chitra Deshmukh,ChitraDeshmukh@gmail.com,RAMACHANDRUDU,Nursing,Staff Nurse,30,30,"4,188.00","1,675.00",800,"1,713.00",0,0,0,0,0,0,0,"8,376.00",503,146.6,80,0,0,0,0,729.6,"7,646.00"
286,623,Ritu Shetty,RituShetty@gmail.com,PRAKASAM,Nursing,Staff Nurse,30,30,"3,625.00","1,450.00",800,"1,375.00",0,0,0,0,0,0,0,"7,250.00",435,126.9,80,0,0,0,0,641.9,"6,608.00"
287,624,Karthik Tripathi,KarthikTripathi@gmail.com,MADHU BABU,Nursing,Staff Nurse,30,30,"3,625.00","1,450.00",800,"1,375.00",0,0,0,0,0,0,0,"7,250.00",435,126.9,80,0,0,0,0,641.9,"6,608.00"
288,625,Vijay Bhat,VijayBhat@gmail.com,K C George,Nursing,Staff Nurse,30,30,"3,688.00","1,475.00",800,"1,413.00",0,0,0,0,0,0,0,"7,376.00",443,129.1,80,0,0,0,0,652.1,"6,724.00"
289,626,Suraj Jain,SurajJain@gmail.com,Rayanna,Nursing,Staff Nurse,30,30,"4,250.00","1,700.00",800,"1,750.00",0,0,0,0,0,283,0,"8,783.00",510,153.7,80,0,0,0,0,743.7,"8,039.00"
290,627,Arjun Malhotra,ArjunMalhotra@gmail.com,Uttaraiah,Nursing,CCA,26,26,"1,746.00",699,693,354,0,0,0,0,0,0,0,"3,492.00",210,61.15,0,0,0,0,0,271.15,"3,221.00"
291,628,Varun Roy,VarunRoy@gmail.com,Polya,Nursing,CCA,29,29,"1,948.00",779,773,395,0,0,0,0,0,0,0,"3,895.00",234,68.2,0,0,0,0,0,302.2,"3,593.00"
292,631,Swati Pandey,SwatiPandey@gmail.com,Thomas,Nursing,Staff Nurse,17,17,"1,771.00",708,453,609,0,0,0,0,0,208,0,"3,749.00",213,65.65,0,0,0,0,0,278.65,"3,470.00"
293,634,Naveen Menon,NaveenMenon@gmail.com,Gurappa,Nursing,BMT Assistant,30,30,"8,625.00","3,450.00",800,"4,375.00",0,0,0,0,0,0,0,"17,250.00",780,0,150,0,0,0,0,930,"16,320.00"
294,639,Aishwarya Malhotra,AishwaryaMalhotra@gmail.com,Satyanarayana,Nursing,CCA,30,30,"2,015.00",806,800,409,0,0,0,0,0,0,0,"4,030.00",242,70.55,0,0,0,0,0,312.55,"3,717.00"
295,640,Maya Chakraborty,MayaChakraborty@gmail.com,Manoharan,Nursing,Staff Nurse,5,5,802,321,133,348,0,0,0,"1,000.00",0,321,0,"2,925.00",96,33.7,0,0,0,0,0,129.7,"2,795.00"
296,642,Meena Pandey,MeenaPandey@gmail.com,Jose P Mathew,Nursing,Staff Nurse,30,30,"5,000.00","2,000.00",800,"2,200.00",0,0,0,0,0,0,0,"10,000.00",600,175,80,0,0,0,0,855,"9,145.00"
297,643,Rohan Bhat,RohanBhat@gmail.com,Babu Pappacham,Nursing,Staff Nurse,30,30,"5,000.00","2,000.00",800,"2,200.00",0,0,0,0,0,333,0,"10,333.00",600,180.85,80,0,0,0,0,860.85,"9,472.00"
298,644,Madhavi Kohli,MadhaviKohli@gmail.com,Mathai,Nursing,Staff Nurse,3,3,500,200,80,220,0,0,0,0,0,0,0,"1,000.00",60,17.5,0,0,0,0,0,77.5,923
299,648,Karthik Rao,KarthikRao@gmail.com,Narender,Nursing,CCA,30,30,"2,015.00",806,800,409,0,0,0,0,0,0,0,"4,030.00",242,70.55,0,0,0,0,0,312.55,"3,717.00"
300,655,Rahul Das,RahulDas@gmail.com,P A Abraham,Nursing,Staff Nurse,28,28,"3,850.00","1,540.00",747,"1,563.00",0,0,0,0,0,"1,375.00",0,"9,075.00",462,158.85,80,0,0,0,0,700.85,"8,374.00"
301,656,Arun Malhotra,ArunMalhotra@gmail.com,Chenthamarakshan nair,Nursing,Staff Nurse,30,30,"4,500.00","1,800.00",800,"1,900.00",0,0,0,0,0,300,0,"9,300.00",540,162.75,80,0,0,0,0,782.75,"8,517.00"
302,657,Amit Naik,AmitNaik@gmail.com,James,Nursing,Staff Nurse,30,30,"4,063.00","1,625.00",800,"1,638.00",0,0,0,0,0,0,0,"8,126.00",488,142.25,80,0,0,0,0,710.25,"7,416.00"
303,658,Rahul Joshi,RahulJoshi@gmail.com,P M Philipose,Nursing,Staff Nurse,2,2,271,108,53,109,0,0,0,0,0,608,0,"1,149.00",33,20.15,0,0,0,0,0,53.15,"1,096.00"
304,677,Ajay Gupta,AjayGupta@gmail.com,Vamadevan,Nursing,Staff Nurse,30,30,"3,500.00","1,400.00",800,"1,300.00",0,0,0,0,0,0,0,"7,000.00",420,122.5,80,0,0,275,0,897.5,"6,103.00"
305,678,Kiran Mishra,KiranMishra@gmail.com,Jose Thomas,Nursing,Staff Nurse,20,20,"4,333.00","1,733.00",533,"2,067.00",0,0,0,0,0,0,0,"8,666.00",520,151.7,80,0,0,275,0,"1,026.70","7,639.00"
306,679,Ravi Rao,RaviRao@gmail.com,Gee Varghese,Nursing,Staff Nurse,30,30,"5,000.00","2,000.00",800,"2,200.00",0,0,0,0,0,0,0,"10,000.00",600,175,80,0,0,275,0,"1,130.00","8,870.00"
307,680,Madhavi Kapoor,MadhaviKapoor@gmail.com,George K G,Nursing,Nursing Assistant,30,30,"3,226.00","1,290.00",800,"1,136.00",0,0,0,0,0,0,0,"6,452.00",387,112.95,80,0,0,275,0,854.95,"5,597.00"
308,681,Pooja Patel,PoojaPatel@gmail.com,Joseph Mathai,Nursing,Nursing Assistant,30,30,"3,226.00","1,290.00",800,"1,136.00",0,0,0,0,0,0,0,"6,452.00",387,112.95,80,0,0,275,0,854.95,"5,597.00"
309,682,Pankaj Basu,PankajBasu@gmail.com,G George,Nursing,Nursing Assistant,30,30,"3,226.00","1,290.00",800,"1,136.00",0,0,0,0,0,0,0,"6,452.00",387,112.95,80,0,0,275,0,854.95,"5,597.00"
310,686,Geetha Kurup,GeethaKurup@gmail.com,Lingaiah,Nursing,Nursing Assistant,25,25,"2,688.00","1,075.00",667,946,0,0,0,0,0,0,0,"5,376.00",323,94.1,60,0,0,275,0,752.1,"4,624.00"
311,687,Divya Naidu,DivyaNaidu@gmail.com,Bheema Narsaiah,Nursing,Nursing Assistant,25,25,"2,688.00","1,075.00",667,946,0,0,0,0,0,0,0,"5,376.00",323,94.1,60,0,0,275,0,752.1,"4,624.00"
312,69,Geetha Nair,GeethaNair@gmail.com,,Nursing,Staff Nurse,28,28,"4,433.00","1,773.00",747,"1,913.00",0,0,0,"2,500.00",0,0,0,"11,366.00",532,155.2,80,0,0,0,968,"1,735.20","9,631.00"
313,692,Radha Kohli,RadhaKohli@gmail.com,Augustus Tirkey,Nursing,Staff Nurse,20,20,"3,333.00","1,333.00",533,"1,467.00",0,0,0,0,0,0,0,"6,666.00",400,116.7,80,0,0,275,0,871.7,"5,794.00"
314,693,Sanjay Bhattacharya,SanjayBhattacharya@gmail.com,Anjaiah,Nursing,Staff Nurse,20,20,"2,667.00","1,067.00",533,"1,067.00",0,0,0,0,0,0,0,"5,334.00",320,93.35,60,0,0,275,0,748.35,"4,586.00"
315,695,Rohan Shukla,RohanShukla@gmail.com,Koteswara Rao,Nursing,Staff Nurse,17,17,"2,833.00","1,133.00",453,"1,247.00",0,0,0,0,0,0,0,"5,666.00",340,99.2,60,0,0,275,0,774.2,"4,892.00"
316,698,Kiran Chatterjee,KiranChatterjee@gmail.com,Abdulwazeed,Nursing,Staff Nurse,14,14,"1,913.00",765,373,775,0,0,0,0,0,0,0,"3,826.00",230,67,0,0,0,275,0,572,"3,254.00"
317,699,Amit Shetty,AmitShetty@gmail.com,Chandra Nayak,Nursing,Staff Nurse,10,10,"1,667.00",667,267,733,0,0,0,0,0,0,0,"3,334.00",200,58.35,0,0,0,275,0,533.35,"2,801.00"
318,71,Shweta Banerjee,ShwetaBanerjee@gmail.com,,Nursing,Staff Nurse,29,29,"6,080.00","2,432.00",773,"2,875.00",0,0,0,"1,000.00",0,0,0,"13,160.00",730,212.8,100,0,0,0,0,"1,042.80","12,117.00"
319,73,Rohan Yadav,RohanYadav@gmail.com,,Nursing,Sr. Nurse,30,30,"12,750.00","5,100.00",800,"6,850.00",0,0,0,"4,000.00",0,0,0,"29,500.00",780,0,200,0,0,0,"1,452.00","2,432.00","27,068.00"
320,84,Lavanya Paul,LavanyaPaul@gmail.com,,Nursing,Staff Nurse,30,30,"11,313.00","4,525.00",800,"5,988.00",250,0,0,"4,000.00",0,0,0,"26,876.00",780,0,200,0,0,0,0,980,"25,896.00"
321,85,Madhavi Basu,MadhaviBasu@gmail.com,,Nursing,Staff Nurse,29,29,"5,819.00","2,328.00",773,"2,718.00",0,0,0,0,0,0,0,"11,638.00",698,203.7,100,0,0,0,0,"1,001.70","10,636.00"
322,86,Shalini Chakraborty,ShaliniChakraborty@gmail.com,,Nursing,Staff Nurse,30,30,"4,760.00","1,904.00",800,"2,056.00",0,0,0,0,0,0,0,"9,520.00",571,166.6,80,0,0,0,0,817.6,"8,702.00"
323,92,Kiran Kapoor,KiranKapoor@gmail.com,,Nursing,Staff Nurse,30,30,"8,120.00","3,248.00",800,"4,072.00",0,0,0,0,0,0,0,"16,240.00",780,0,150,0,0,0,0,930,"15,310.00"
324,622,Vikram Naidu,VikramNaidu@gmail.com,DAYANAND,NUTRITION AND DIETETICS,Dietician,27,27,"6,300.00","2,520.00",720,"3,060.00",0,0,0,0,0,0,0,"12,600.00",702,220.5,100,0,260,0,0,"1,282.50","11,318.00"
325,504,Radha Das,RadhaDas@gmail.com,RAMANAIAH K,OBS & GYN,Physician Assistant,28,28,"7,000.00","2,800.00",747,"3,453.00",0,0,550,0,0,0,0,"14,550.00",728,245,100,0,0,0,0,"1,073.00","13,477.00"
326,118,Rekha Pillai,RekhaPillai@gmail.com,,OPERATION THEATER,Theatre Assistant,30,30,"9,900.00","3,960.00",800,"5,140.00",0,0,0,0,0,0,0,"19,800.00",780,0,150,0,"1,250.00",0,0,"2,180.00","17,620.00"
327,168,Amit Banerjee,AmitBanerjee@gmail.com,,OPERATION THEATER,Surgical Assistant,30,30,"9,350.00","3,740.00",800,"4,810.00",0,0,0,0,0,0,0,"18,700.00",780,0,150,0,0,0,0,930,"17,770.00"
328,213,Namrata Sen,NamrataSen@gmail.com,,OPERATION THEATER,Surgical Assistant,30,30,"5,500.00","2,200.00",800,"2,500.00",0,0,0,0,0,0,0,"11,000.00",660,192.5,100,0,0,0,0,952.5,"10,048.00"
329,214,Vinod Bansal,VinodBansal@gmail.com,,OPERATION THEATER,Surgical Assistant,30,30,"6,738.00","2,695.00",800,"3,243.00",0,0,0,0,0,0,0,"13,476.00",780,235.85,100,0,0,0,0,"1,115.85","12,360.00"
330,220,Anil Bansal,AnilBansal@gmail.com,,OPERATION THEATER,Physician Assistant,30,30,"13,500.00","5,400.00",800,"7,300.00",0,0,0,0,0,0,0,"27,000.00",780,0,200,0,0,0,0,980,"26,020.00"
331,269,Vivek Gupta,VivekGupta@gmail.com,,OPERATION THEATER,Technician,30,30,"5,320.00","2,128.00",800,"2,392.00",0,0,0,0,0,886,0,"11,526.00",638,201.75,100,0,0,0,0,939.75,"10,586.00"
332,277,Ravi Roy,RaviRoy@gmail.com,,OPERATION THEATER,OT Assistant,30,30,"5,282.00","2,113.00",800,"2,369.00",0,0,0,"1,000.00",0,0,0,"11,564.00",634,184.9,100,0,0,0,0,918.9,"10,645.00"
333,283,Rahul Chopra,RahulChopra@gmail.com,,OPERATION THEATER,Technician,30,30,"5,320.00","2,128.00",800,"2,392.00",0,0,0,0,0,532,0,"11,172.00",638,195.55,100,0,0,0,0,933.55,"10,238.00"
334,286,Preeti Kurup,PreetiKurup@gmail.com,,OPERATION THEATER,OT Assistant,30,30,"9,057.00","3,623.00",800,"4,634.00",0,0,0,0,0,0,0,"18,114.00",780,0,150,0,0,0,0,930,"17,184.00"
335,371,Harsha Agarwal,HarshaAgarwal@gmail.com,,OPERATION THEATER,Physician Assistant,30,30,"23,000.00","9,200.00",800,"13,000.00",0,0,0,0,0,0,0,"46,000.00",780,0,200,0,0,0,0,980,"45,020.00"
336,490,Neha Pandey,NehaPandey@gmail.com,T KENNADY,OPERATION THEATER,ASSISTANT PERFUSIONIST,30,30,"4,000.00","1,600.00",800,"1,600.00",0,0,550,0,0,0,0,"8,550.00",480,140,80,0,0,0,0,700,"7,850.00"
337,502,Tanuja Roy,TanujaRoy@gmail.com,HEMA SUNDARA RAO K,OPERATION THEATER,ANAESTHESIA TECHNICIAN,30,30,"5,000.00","2,000.00",800,"2,200.00",0,0,550,0,0,833,0,"11,383.00",600,189.6,80,0,0,0,0,869.6,"10,513.00"
338,55,Rajesh Verma,RajeshVerma@gmail.com,,OPERATION THEATER,Technician,29,29,"6,767.00","2,707.00",773,"3,287.00",0,0,0,0,"5,000.00",0,0,"18,534.00",754,236.85,100,0,0,0,0,"1,090.85","17,443.00"
339,572,Anil Chopra,AnilChopra@gmail.com,MANIKYAM,OPERATION THEATER,OT Assistant,30,30,"5,000.00","2,000.00",800,"2,200.00",0,0,0,0,0,0,0,"10,000.00",600,175,80,0,0,0,0,855,"9,145.00"
340,596,Sunil Deshmukh,SunilDeshmukh@gmail.com,LATE SAYANNA,OPERATION THEATER,Physician Assistant,30,30,"7,500.00","3,000.00",800,"3,700.00",0,0,0,0,0,0,0,"15,000.00",780,262.5,100,0,0,0,0,"1,142.50","13,858.00"
341,74,Lakshmi Naik,LakshmiNaik@gmail.com,,OPERATION THEATER,Technician,30,30,"6,750.00","2,700.00",800,"3,250.00",0,0,0,0,0,225,440,"14,165.00",780,247.9,100,0,0,0,0,"1,127.90","13,037.00"
342,151,Kiran Chopra,KiranChopra@gmail.com,,Pharmacy,Pharmacy Asst.,30,30,"4,500.00","1,800.00",800,"1,900.00",0,0,0,0,0,0,0,"9,000.00",540,157.5,80,0,0,0,0,777.5,"8,223.00"
343,16,Sanjay Menon,SanjayMenon@gmail.com,,Pharmacy,Pharmacist,30,30,"7,500.00","3,000.00",800,"3,700.00",0,"1,200.00",0,0,0,0,0,"16,200.00",780,262.5,100,0,0,0,0,"1,142.50","15,058.00"
